Capacity data calculated from MERRA-2,,,,,0.264906501
,,,,,
BEGIN_DATA,,,,,
year,month,day,hour,s_cfs,
2018,2,6,4,0,
2018,2,6,5,0,
2018,2,6,6,0,
2018,2,6,7,0,
2018,2,6,8,0,
2018,2,6,9,0,
2018,2,6,10,0,
2018,2,6,11,0,
2018,2,6,12,0,
2018,2,6,13,0.000531401,
2018,2,6,14,0.158047775,
2018,2,6,15,0.292504252,
2018,2,6,16,0.375587923,
2018,2,6,17,0.433375956,
2018,2,6,18,0.467553296,
2018,2,6,19,0.489698966,
2018,2,6,20,0.480907466,
2018,2,6,21,0.450785557,
2018,2,6,22,0.323057107,
2018,2,6,23,0.092374366,
2018,2,6,24,0,
2018,2,7,1,0,
2018,2,7,2,0,
2018,2,7,3,0,
2018,2,7,4,0,
2018,2,7,5,0,
2018,2,7,6,0,
2018,2,7,7,0,
2018,2,7,8,0,
2018,2,7,9,0,
2018,2,7,10,0,
2018,2,7,11,0,
2018,2,7,12,0,
2018,2,7,13,0.001187806,
2018,2,7,14,0.410790025,
2018,2,7,15,0.652369533,
2018,2,7,16,0.731302393,
2018,2,7,17,0.720251125,
2018,2,7,18,0.707928982,
2018,2,7,19,0.712540778,
2018,2,7,20,0.730776642,
2018,2,7,21,0.759865044,
2018,2,7,22,0.650054736,
2018,2,7,23,0.225949669,
2018,2,7,24,0,
2018,2,8,1,0,
2018,2,8,2,0,
2018,2,8,3,0,
2018,2,8,4,0,
2018,2,8,5,0,
2018,2,8,6,0,
2018,2,8,7,0,
2018,2,8,8,0,
2018,2,8,9,0,
2018,2,8,10,0,
2018,2,8,11,0,
2018,2,8,12,0,
2018,2,8,13,0.001551955,
2018,2,8,14,0.53919631,
2018,2,8,15,0.777354105,
2018,2,8,16,0.755546659,
2018,2,8,17,0.718916758,
2018,2,8,18,0.690615546,
2018,2,8,19,0.683834462,
2018,2,8,20,0.689733089,
2018,2,8,21,0.690465854,
2018,2,8,22,0.541974482,
2018,2,8,23,0.185380439,
2018,2,8,24,0,
2018,2,9,1,0,
2018,2,9,2,0,
2018,2,9,3,0,
2018,2,9,4,0,
2018,2,9,5,0,
2018,2,9,6,0,
2018,2,9,7,0,
2018,2,9,8,0,
2018,2,9,9,0,
2018,2,9,10,0,
2018,2,9,11,0,
2018,2,9,12,0,
2018,2,9,13,0.001861734,
2018,2,9,14,0.49073994,
2018,2,9,15,0.735836439,
2018,2,9,16,0.738902419,
2018,2,9,17,0.700150163,
2018,2,9,18,0.674026107,
2018,2,9,19,0.668342939,
2018,2,9,20,0.668269061,
2018,2,9,21,0.662280673,
2018,2,9,22,0.514013888,
2018,2,9,23,0.169182403,
2018,2,9,24,0,
2018,2,10,1,0,
2018,2,10,2,0,
2018,2,10,3,0,
2018,2,10,4,0,
2018,2,10,5,0,
