BEGIN_DATA,,,,879.2409941,199.1884362
year,month,day,hour,demand (MW),
2018,9,30,24,880,
2018,10,1,1,845,
2018,10,1,2,790,
2018,10,1,3,719,
2018,10,1,4,654,
2018,10,1,5,617,
2018,10,1,6,591,
2018,10,1,7,571,
2018,10,1,8,573,
2018,10,1,9,584,
2018,10,1,10,641,
2018,10,1,11,734,
2018,10,1,12,800,
2018,10,1,13,845,
2018,10,1,14,886,
2018,10,1,15,919,
2018,10,1,16,945,
2018,10,1,17,950,
2018,10,1,18,951,
2018,10,1,19,942,
2018,10,1,20,934,
2018,10,1,21,932,
2018,10,1,22,940,
2018,10,1,23,955,
2018,10,1,24,943,
2018,10,2,1,894,
2018,10,2,2,835,
2018,10,2,3,761,
2018,10,2,4,689,
2018,10,2,5,642,
2018,10,2,6,612,
2018,10,2,7,602,
2018,10,2,8,597,
2018,10,2,9,609,
2018,10,2,10,658,
2018,10,2,11,757,
2018,10,2,12,826,
2018,10,2,13,867,
2018,10,2,14,894,
2018,10,2,15,913,
2018,10,2,16,924,
2018,10,2,17,920,
2018,10,2,18,917,
2018,10,2,19,913,
2018,10,2,20,910,
2018,10,2,21,918,
2018,10,2,22,938,
2018,10,2,23,982,
2018,10,2,24,974,
2018,10,3,1,934,
2018,10,3,2,869,
2018,10,3,3,791,
2018,10,3,4,720,
2018,10,3,5,672,
2018,10,3,6,643,
2018,10,3,7,632,
2018,10,3,8,626,
2018,10,3,9,634,
2018,10,3,10,686,
2018,10,3,11,785,
2018,10,3,12,846,
2018,10,3,13,878,
2018,10,3,14,901,
2018,10,3,15,914,
2018,10,3,16,921,
2018,10,3,17,923,
2018,10,3,18,929,
2018,10,3,19,928,
2018,10,3,20,928,
2018,10,3,21,926,
2018,10,3,22,934,
2018,10,3,23,967,
2018,10,3,24,971,
2018,10,4,1,927,
2018,10,4,2,866,
2018,10,4,3,782,
2018,10,4,4,703,
2018,10,4,5,650,
2018,10,4,6,622,
2018,10,4,7,604,
2018,10,4,8,598,
2018,10,4,9,612,
2018,10,4,10,666,
2018,10,4,11,766,
2018,10,4,12,835,
2018,10,4,13,867,
2018,10,4,14,897,
2018,10,4,15,922,
2018,10,4,16,936,
2018,10,4,17,945,
2018,10,4,18,950,
2018,10,4,19,949,
2018,10,4,20,950,
2018,10,4,21,951,
2018,10,4,22,955,
2018,10,4,23,978,
2018,10,4,24,991,
2018,10,5,1,952,
2018,10,5,2,896,
2018,10,5,3,825,
2018,10,5,4,754,
2018,10,5,5,698,
2018,10,5,6,663,
2018,10,5,7,646,
2018,10,5,8,634,
2018,10,5,9,633,
2018,10,5,10,672,
2018,10,5,11,750,
2018,10,5,12,805,
2018,10,5,13,837,
2018,10,5,14,857,
2018,10,5,15,867,
2018,10,5,16,873,
2018,10,5,17,870,
2018,10,5,18,871,
2018,10,5,19,869,
2018,10,5,20,868,
2018,10,5,21,866,
2018,10,5,22,862,
2018,10,5,23,877,
2018,10,5,24,881,
2018,10,6,1,842,
2018,10,6,2,800,
2018,10,6,3,742,
2018,10,6,4,676,
2018,10,6,5,624,
2018,10,6,6,597,
2018,10,6,7,582,
2018,10,6,8,572,
2018,10,6,9,572,
2018,10,6,10,588,
2018,10,6,11,626,
2018,10,6,12,667,
2018,10,6,13,720,
2018,10,6,14,760,
2018,10,6,15,779,
2018,10,6,16,775,
2018,10,6,17,769,
2018,10,6,18,770,
2018,10,6,19,777,
2018,10,6,20,768,
2018,10,6,21,781,
2018,10,6,22,801,
2018,10,6,23,833,
2018,10,6,24,832,
2018,10,7,1,801,
2018,10,7,2,762,
2018,10,7,3,711,
2018,10,7,4,669,
2018,10,7,5,625,
2018,10,7,6,601,
2018,10,7,7,587,
2018,10,7,8,580,
2018,10,7,9,577,
2018,10,7,10,584,
2018,10,7,11,613,
2018,10,7,12,648,
2018,10,7,13,708,
2018,10,7,14,762,
2018,10,7,15,802,
2018,10,7,16,823,
2018,10,7,17,840,
2018,10,7,18,845,
2018,10,7,19,852,
2018,10,7,20,862,
2018,10,7,21,879,
2018,10,7,22,899,
2018,10,7,23,930,
2018,10,7,24,918,
2018,10,8,1,874,
2018,10,8,2,816,
2018,10,8,3,749,
2018,10,8,4,687,
2018,10,8,5,640,
2018,10,8,6,610,
2018,10,8,7,590,
2018,10,8,8,583,
2018,10,8,9,587,
2018,10,8,10,611,
2018,10,8,11,652,
2018,10,8,12,685,
2018,10,8,13,734,
2018,10,8,14,783,
2018,10,8,15,813,
2018,10,8,16,832,
2018,10,8,17,839,
2018,10,8,18,836,
2018,10,8,19,832,
2018,10,8,20,836,
2018,10,8,21,858,
2018,10,8,22,886,
2018,10,8,23,915,
2018,10,8,24,901,
2018,10,9,1,856,
2018,10,9,2,801,
2018,10,9,3,730,
2018,10,9,4,665,
2018,10,9,5,620,
2018,10,9,6,594,
2018,10,9,7,585,
2018,10,9,8,580,
2018,10,9,9,598,
2018,10,9,10,655,
2018,10,9,11,762,
2018,10,9,12,830,
2018,10,9,13,872,
2018,10,9,14,903,
2018,10,9,15,929,
2018,10,9,16,966,
2018,10,9,17,984,
2018,10,9,18,992,
2018,10,9,19,996,
2018,10,9,20,994,
2018,10,9,21,995,
2018,10,9,22,1004,
2018,10,9,23,1035,
2018,10,9,24,1035,
2018,10,10,1,994,
2018,10,10,2,932,
2018,10,10,3,852,
2018,10,10,4,781,
2018,10,10,5,720,
2018,10,10,6,685,
2018,10,10,7,662,
2018,10,10,8,652,
2018,10,10,9,669,
2018,10,10,10,727,
2018,10,10,11,828,
2018,10,10,12,899,
2018,10,10,13,942,
2018,10,10,14,989,
2018,10,10,15,1033,
2018,10,10,16,1075,
2018,10,10,17,1108,
2018,10,10,18,1139,
2018,10,10,19,1156,
2018,10,10,20,1157,
2018,10,10,21,1161,
2018,10,10,22,1143,
2018,10,10,23,1156,
2018,10,10,24,1149,
2018,10,11,1,1094,
2018,10,11,2,1021,
2018,10,11,3,933,
2018,10,11,4,848,
2018,10,11,5,780,
2018,10,11,6,741,
2018,10,11,7,719,
2018,10,11,8,709,
2018,10,11,9,716,
2018,10,11,10,770,
2018,10,11,11,877,
2018,10,11,12,950,
2018,10,11,13,994,
2018,10,11,14,1029,
2018,10,11,15,1059,
2018,10,11,16,1081,
2018,10,11,17,1089,
2018,10,11,18,1100,
2018,10,11,19,1093,
2018,10,11,20,1077,
2018,10,11,21,1079,
2018,10,11,22,1096,
2018,10,11,23,1120,
2018,10,11,24,1095,
2018,10,12,1,1042,
2018,10,12,2,975,
2018,10,12,3,890,
2018,10,12,4,802,
2018,10,12,5,737,
2018,10,12,6,700,
2018,10,12,7,674,
2018,10,12,8,663,
2018,10,12,9,669,
2018,10,12,10,710,
2018,10,12,11,802,
2018,10,12,12,867,
2018,10,12,13,901,
2018,10,12,14,928,
2018,10,12,15,944,
2018,10,12,16,932,
2018,10,12,17,909,
2018,10,12,18,898,
2018,10,12,19,887,
2018,10,12,20,879,
2018,10,12,21,875,
2018,10,12,22,871,
2018,10,12,23,897,
2018,10,12,24,886,
2018,10,13,1,849,
2018,10,13,2,801,
2018,10,13,3,742,
2018,10,13,4,679,
2018,10,13,5,631,
2018,10,13,6,601,
2018,10,13,7,583,
2018,10,13,8,573,
2018,10,13,9,574,
2018,10,13,10,594,
2018,10,13,11,634,
2018,10,13,12,679,
